tweet,Brand/Product,sentiment,Brand,Hashtags,tweet_Word_Count,Processed_tweet,Original_Sentiment,Token Count
Major iPad design flaw: the SXSW Go iPad app. It doesn't stay open when you switch apps! #ipaddesignheadaches #sxsw,iPad or iPhone App,Not Positive,Apple,"['#ipaddesignheadaches', '#sxsw']",19,"['major', 'ipad', 'design', 'flaw', 'sxsw', 'go', 'ipad', 'app', 'it', 'doesnt', 'stay', 'open', 'switch', 'apps']",Negative emotion,14
"&quot;iPad Design Headaches (2 Tablets, Call in the Morning)&quot; at #SXSW is packed!",Uncategorised,Not Positive,Apple,['#SXSW'],13,"['quotipad', 'design', 'headache', '2', 'tablet', 'call', 'morningquot', 'is', 'packed']",No emotion toward brand or product,9
I'm headed down to #SXSW to hear a talk on integrated social network dynamics and team synergy.  I've got my iPad ready to go.,iPad,Positive,Apple,['#SXSW'],24,"['im', 'headed', 'hear', 'talk', 'integrated', 'social', 'network', 'dynamic', 'team', 'synergy', 'ive', 'got', 'ipad', 'ready', 'go']",Positive emotion,15
"When bored during a keynote #sxsw, use your iPad to draw a picture - even if you are not a good artist!  {link} #sxswi",iPad,Positive,Apple,"['#sxsw', '#sxswi']",24,"['bored', 'keynote', 'use', 'ipad', 'draw', 'picture', 'even', 'are', 'not', 'good', 'artist']",Positive emotion,11
SXSW Crowd Earns $10K for Charity by Playing a Game [PICS]: In an unusual keynote speech... {link} #News #sxsw #Cyber #iPhone,Uncategorised,Not Positive,Apple,"['#News', '#sxsw', '#Cyber', '#iPhone']",21,"['sxsw', 'crowd', 'earns', '10k', 'charity', 'playing', 'game', 'pic', 'unusual', 'keynote', 'speech']",No emotion toward brand or product,11
Your brand focus? RT @mention 'Trust of Zappos + Likability of Virgin + Product of Apple' - recipe for success @mention #SXSW,Apple,Positive,Apple,['#SXSW'],22,"['brand', 'focus', 'rt', 'trust', 'zappos', 'likability', 'virgin', 'product', 'apple', 'recipe', 'success']",Positive emotion,11
"When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw",Google,Positive,Google,['#sxsw'],21,"['brand', 'focus', 'purpose', 'not', 'object', 'survive', 'amp', 'succeed', 'google', 'not', 'search', 'useful', 'info', 'nike', 'not', 'sneaker', 'performance']",Positive emotion,17
Unexpected geekout moment of #sxsw so far: talked with the guys who are bringing the Traveller RPG to the iPhone.,iPad or iPhone App,Positive,Apple,['#sxsw'],20,"['unexpected', 'geekout', 'moment', 'far', 'talked', 'guy', 'are', 'bringing', 'traveller', 'rpg', 'iphone']",Positive emotion,11
Ladies and gentlemen - Mr. Street  RT @mention I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2.,Uncategorised,Not Positive,Apple,['#SXSW'],25,"['lady', 'gentleman', 'mr', 'street', 'rt', 'ive', 'having', 'meeting', 'im', 'line', 'popup', 'apple', 'store', 'ipad2']",No emotion toward brand or product,14
Only stood in line for 30 minutes to buy 2 iPads at the Apple pop-up store. #apple #sxsw #ipad #austin #fuckyeah,iPad,Positive,Apple,"['#apple', '#sxsw', '#ipad', '#austin', '#fuckyeah']",21,"['stood', 'line', '30', 'minute', 'buy', '2', 'ipads', 'apple', 'popup', 'store']",Positive emotion,10
"Sam licked it, so it's his! RT: @mention How I got an iPad 2 during #SXSW! {link} cc @mention",iPad,Positive,Apple,['#SXSW'],19,"['sam', 'licked', 'it', 'rt', 'got', 'ipad', '2', 'cc']",Positive emotion,8
iPad 2 and Its Rivals: How They Stack Up {link} #bnet #biz #ipad2 #apple #sxsw #ipad #tablet #xoom #tech #laptop #pics #sale,Uncategorised,Not Positive,Apple,"['#bnet', '#biz', '#ipad2', '#apple', '#sxsw', '#ipad', '#tablet', '#xoom', '#tech', '#laptop', '#pics', '#sale']",22,"['ipad', '2', 'rival', 'stack']",No emotion toward brand or product,4
"free #iPad Lounge open daily for #SXSW serving art made on iPads, and local art, free coffee, @mention Austin Details {link} #photo",Uncategorised,Not Positive,Apple,"['#iPad', '#SXSW', '#photo']",22,"['free', 'lounge', 'open', 'daily', 'serving', 'art', 'made', 'ipads', 'local', 'art', 'free', 'coffee', 'austin', 'detail']",No emotion toward brand or product,14
"Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",Uncategorised,Not Positive,Apple,['#SXSW'],20,"['best', 'brand', 'marketing', 'ge', 'solar', 'powered', 'carousel', 'rock', 'n', 'roll', 'trailer', 'park', 'apple', 'ipad2', 'popup', 'shop']",No emotion toward brand or product,16
"Just added my #SXSW flights to @mention Matching people on planes/airports. Also downloaded the @mention iPhone app, nicely done.",iPad or iPhone App,Positive,Apple,['#SXSW'],19,"['added', 'flight', 'matching', 'people', 'planesairports', 'also', 'downloaded', 'iphone', 'app', 'nicely', 'done']",Positive emotion,11
Just found out new mapquest iPhone app has turn-by-turn gps for free... Time to check it out and get reacquainted with mq #sxsw,iPad or iPhone App,Positive,Apple,['#sxsw'],23,"['found', 'new', 'mapquest', 'iphone', 'app', 'ha', 'turnbyturn', 'gps', 'free', 'time', 'check', 'it', 'get', 'reacquainted', 'mq']",Positive emotion,15
You should probably put that away... RT @mention at the Android party and kinda embarrassed by my iPhone #SXSW,iPhone,Not Positive,Apple,['#SXSW'],19,"['should', 'probably', 'put', 'away', 'rt', 'android', 'party', 'kinda', 'embarrassed', 'iphone']",Negative emotion,10
"Aha! Found proof of lactation room, excuse me, &quot;Mother's Room,&quot; brought to you by Google, at last year's #SXSW. {link}",Uncategorised,Not Positive,Google,['#SXSW'],20,"['aha', 'found', 'proof', 'lactation', 'room', 'excuse', 'quotmothers', 'roomquot', 'brought', 'google', 'last', 'year']",No emotion toward brand or product,12
makes good sense RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW,Apple,Positive,Apple,['#SXSW'],20,"['make', 'good', 'sense', 'rt', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'via']",Positive emotion,13
UBER BRAND SMART: Gonna move a ton of iPad2 - #Apple opening a popup shop in Austin for #SxSW  {link} via@mention @mention,Uncategorised,Positive,Apple,"['#Apple', '#SxSW']",22,"['uber', 'brand', 'smart', 'gon', 'na', 'move', 'ton', 'ipad2', 'opening', 'popup', 'shop', 'austin', 'via']",Positive emotion,13
#localmind sounds awesome.. location based Q&amp;A could be incredibly useful. {link} #iphone #sxsw,iPhone,Positive,Apple,"['#localmind', '#iphone', '#sxsw']",13,"['sound', 'awesome', 'location', 'based', 'qampa', 'could', 'incredibly', 'useful']",Positive emotion,8
#sxsw ipad store sold out of everything except 64gig wifi only white,Uncategorised,Not Positive,Apple,['#sxsw'],12,"['ipad', 'store', 'sold', 'everything', 'except', '64gig', 'wifi', 'white']",No emotion toward brand or product,8
Just heard that Apple is opening a store in downtown Austin tomorrow to sell iPads to #SXSW attendees.,Apple,Positive,Apple,['#SXSW'],18,"['heard', 'apple', 'is', 'opening', 'store', 'downtown', 'austin', 'tomorrow', 'sell', 'ipads', 'attendee']",Positive emotion,11
Hah! Found the &quot;popup&quot; Apple store where the iPad 2 will be on sale 2moro - gold's gym at 6th and Congress:  {link} #sxsw,Uncategorised,Not Positive,Apple,['#sxsw'],24,"['hah', 'found', 'quotpopupquot', 'apple', 'store', 'ipad', '2', 'sale', '2moro', 'gold', 'gym', '6th', 'congress']",No emotion toward brand or product,13
Just saved the #sxsw 'I'm so productive I don't get anything done' with my iPad dongle. Get get'm #sxswbusy,Uncategorised,Not Positive,Apple,"['#sxsw', '#sxswbusy']",19,"['saved', 'im', 'productive', 'dont', 'get', 'anything', 'done', 'ipad', 'dongle', 'get', 'getm']",No emotion toward brand or product,11
Just found the back door into the #sxsw apple store. #ip2 ftw!,Uncategorised,Not Positive,Apple,"['#sxsw', '#ip2']",12,"['found', 'back', 'door', 'apple', 'store', 'ftw']",No emotion toward brand or product,6
Almost had the worst #sxsw FAIL... Left my iPhone on the kitchen counter. Realized it after 5 min of driving to the airport...,Uncategorised,Not Positive,Apple,['#sxsw'],23,"['almost', 'had', 'worst', 'fail', 'left', 'iphone', 'kitchen', 'counter', 'realized', 'it', '5', 'min', 'driving', 'airport']",No emotion toward brand or product,14
Don't need to charge at #sxsw if you're talking in the sun with your iphone: {link} boom!,iPhone,Not Positive,Apple,['#sxsw'],17,"['dont', 'need', 'charge', 'talking', 'sun', 'iphone', 'boom']",No emotion toward brand or product,7
Interested to hear how it's different from Google Buzz. RT @mention Get ready for the word &quot;Circles&quot; to be trending #SXSWi #SXSW :),Other Google product or service,Positive,Google,"['#SXSWi', '#SXSW']",23,"['interested', 'hear', 'different', 'google', 'buzz', 'rt', 'get', 'ready', 'word', 'quotcirclesquot', 'trending']",Positive emotion,11
I just had to read TV recaps online to keep up with my shows. I have 600 unread posts in Google Reader. I'm completely detached. #sxsw,Uncategorised,Not Positive,Google,['#sxsw'],26,"['had', 'read', 'tv', 'recap', 'online', 'keep', 'show', 'have', '600', 'unread', 'post', 'google', 'reader', 'im', 'completely', 'detached']",No emotion toward brand or product,16
Interested to see what Google will have to show off when they unveil #Circles at #sxsw.,Uncategorised,Not Positive,Google,"['#Circles', '#sxsw']",16,"['interested', 'see', 'google', 'have', 'show', 'unveil']",No emotion toward brand or product,6
No Android version? RT @mention @mention Download the @mention for iPhone to reserve your space during #sxsw!,Uncategorised,Not Positive,Contains Both,['#sxsw'],17,"['no', 'android', 'version', 'rt', 'download', 'iphone', 'reserve', 'space']",No emotion toward brand or product,8
"So Annoyed with #SXSW schedule app that has bad #ui for iPad. My fingers ain't THAT fat, y'all.",iPad or iPhone App,Not Positive,Apple,"['#SXSW', '#ui']",18,"['annoyed', 'schedule', 'app', 'ha', 'bad', 'ipad', 'finger', 'aint', 'fat', 'yall']",Negative emotion,10
{link} Did you hear? AppleÛªs opening a temporary store just for #SXSW! (via @mention,Apple,Positive,Apple,['#SXSW'],14,"['did', 'hear', 'apple\x89ûªs', 'opening', 'temporary', 'store', 'via']",Positive emotion,7
HTML 5 and you. At the google booth. #sxsw  {link},Uncategorised,Not Positive,Google,['#sxsw'],10,"['html', '5', 'google', 'booth']",No emotion toward brand or product,4
Don't hold your breath about Google Circles (at least during #SXSW): {link},Uncategorised,Not Positive,Google,['#SXSW'],12,"['dont', 'hold', 'breath', 'google', 'circle', 'least']",No emotion toward brand or product,6
"Stay tuned, @mention up next on the emergency iPad station at #sxsw, facebook bullying and online privacy: {link}",Uncategorised,Not Positive,Apple,['#sxsw'],18,"['stay', 'tuned', 'next', 'emergency', 'ipad', 'station', 'facebook', 'bullying', 'online', 'privacy']",No emotion toward brand or product,10
"Now: Poked, Liked and Re-tweeted - a Google Love Story - Alisa (iCrossing). #sxsw #futurefifteen",Uncategorised,Not Positive,Google,"['#sxsw', '#futurefifteen']",15,"['now', 'poked', 'liked', 'retweeted', 'google', 'love', 'story', 'alisa', 'icrossing']",No emotion toward brand or product,9
ballroom d: #marissagoogle talking about some cool projects (obv). love the Google Art Project. #sxsw,Google,Positive,Google,"['#marissagoogle', '#sxsw']",15,"['ballroom', 'talking', 'cool', 'project', 'obv', 'love', 'google', 'art', 'project']",Positive emotion,9
All packed! Charging the ipad for a busy day/weekend ahead. Also need to download the #SXSW apps for iphone/ipad!,iPad or iPhone App,Positive,Apple,['#SXSW'],19,"['packed', 'charging', 'ipad', 'busy', 'dayweekend', 'ahead', 'also', 'need', 'download', 'apps', 'iphoneipad']",Positive emotion,11
"IPAD FOUND!!! My friend Jeff has it!!!! #SXSW thanks to everyone who helped, especially @mention",iPad,Positive,Apple,['#SXSW'],15,"['ipad', 'found', 'friend', 'jeff', 'ha', 'it', 'thanks', 'everyone', 'helped', 'especially']",Positive emotion,10
All Packed. A few too many #Apple devices. Alarm set for 5:15am. See ya'll at #SXSW. Psyched to meet (finally) many of you guys!,Apple,Positive,Apple,"['#Apple', '#SXSW']",24,"['packed', 'many', 'device', 'alarm', 'set', '515am', 'see', 'yall', 'psyched', 'meet', 'finally', 'many', 'guy']",Positive emotion,13
Why should/shouldn't I get an iPad 2? Discuss :-) #SXSW,Uncategorised,Not Positive,Apple,['#SXSW'],10,"['shouldshouldnt', 'get', 'ipad', '2', 'discus']",No emotion toward brand or product,5
First ipad2 sighting at #SXSW interactive - infact everyone has at least 1 Apple product in use at all times,Uncategorised,Positive,Apple,['#SXSW'],20,"['first', 'ipad2', 'sighting', 'interactive', 'infact', 'everyone', 'ha', 'least', '1', 'apple', 'product', 'use', 'time']",Positive emotion,13
#want ipad2? Win it here: {link} #sxsw,iPad,Positive,Apple,"['#want', '#sxsw']",7,"['ipad2', 'win', 'it']",Positive emotion,3
Download Daily Grape  - a new app from @mention for the iPhone.  You can take him with you to the wine shop. #sxsw,iPad or iPhone App,Positive,Apple,['#sxsw'],23,"['download', 'daily', 'grape', 'new', 'app', 'iphone', 'can', 'take', 'wine', 'shop']",Positive emotion,10
@mention dan die maar doen? :P RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,Uncategorised,Not Positive,Apple,['#sxsw'],20,"['dan', 'die', 'maar', 'doen', 'p', 'rt', 'ipad', 'store', 'sold', 'everything', 'except', '64gig', 'wifi', 'white']",No emotion toward brand or product,14
The MoST Dangerous ipad in my life.. {link} Jaqueline Bojan #sxsw,Uncategorised,Not Positive,Apple,['#sxsw'],11,"['most', 'dangerous', 'ipad', 'life', 'jaqueline', 'bojan']",No emotion toward brand or product,6
Cobra iRadar detection system coming to Android next month {link} #Android #GPS #iPhone #SXSW,Android App,Positive,Google,"['#Android', '#GPS', '#iPhone', '#SXSW']",14,"['cobra', 'iradar', 'detection', 'system', 'coming', 'android', 'next', 'month']",Positive emotion,8
iPad 2 Update: ONLINE sales start at 12:01am PST | 3am EST on 3/11/11 | 2-day Free Shipping |FYI: #SXSW - Popup store downtown Austin #apple,Uncategorised,Not Positive,Apple,"['#SXSW', '#apple']",26,"['ipad', '2', 'update', 'online', 'sale', 'start', '1201am', 'pst', '3am', 'est', '31111', '2day', 'free', 'shipping', 'fyi', 'popup', 'store', 'downtown', 'austin']",No emotion toward brand or product,19
"Mobile updates RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",Uncategorised,Not Positive,Contains Both,['#SXSW'],20,"['mobile', 'update', 'rt', 'hoot', 'new', 'blog', 'post', 'hootsuite', 'mobile', 'update', 'iphone', 'blackberry', 'amp', 'android']",No emotion toward brand or product,14
#JustMet David from Beyond. We both had stories of guys making drunken ipad purchases at the Apple pop up store. #SXSW #whattechnerdsdodrunk,Uncategorised,Not Positive,Apple,"['#JustMet', '#SXSW', '#whattechnerdsdodrunk']",22,"['david', 'beyond', 'both', 'had', 'story', 'guy', 'making', 'drunken', 'ipad', 'purchase', 'apple', 'pop', 'store']",No emotion toward brand or product,13
"Exciting day at #sxsw to day. Now Tim Ferriss, and rumors about launch of Google Circles later...",Other Google product or service,Positive,Google,['#sxsw'],17,"['exciting', 'day', 'day', 'now', 'tim', 'ferriss', 'rumor', 'launch', 'google', 'circle', 'later']",Positive emotion,11
It's pie day at the google booth at #sxsw #mylunch,Google,Positive,Google,"['#sxsw', '#mylunch']",10,"['pie', 'day', 'google', 'booth']",Positive emotion,4
#MusicMonday have a great time #SXSW I played there with the White Stripes &amp; 60SecondCrush @mention Detroit Showcase in LUCYS! {link},Uncategorised,Not Positive,Apple,"['#MusicMonday', '#SXSW']",21,"['have', 'great', 'time', 'played', 'white', 'stripe', 'amp', '60secondcrush', 'detroit', 'showcase', 'lucy']",No emotion toward brand or product,11
"Happy Pi Day!  (If google doesn't launch Circles on Pi day, it doesn't exist) #sxsw",Uncategorised,Not Positive,Google,['#sxsw'],15,"['happy', 'pi', 'day', 'google', 'doesnt', 'launch', 'circle', 'pi', 'day', 'it', 'doesnt', 'exist']",No emotion toward brand or product,12
The forbidden apple has been spoiled! Long live #samsung! They are rocking the #sxsw &amp; #sxswi's world.,Apple,Not Positive,Apple,"['#samsung', '#sxsw', '#sxswi']",17,"['forbidden', 'apple', 'ha', 'spoiled', 'long', 'live', 'are', 'rocking', 'amp', 'world']",Negative emotion,10
dumb blonde {link} Evelyn #sxsw Juwan Howard iPad,Uncategorised,Not Positive,Apple,['#sxsw'],8,"['dumb', 'blonde', 'evelyn', 'juwan', 'howard', 'ipad']",No emotion toward brand or product,6
Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention,Uncategorised,Not Positive,Apple,['#sxsw'],15,"['woah', 'dude', 'get', 'branded', 'tattoo', 'exchange', 'ipad', 'no', 'really']",No emotion toward brand or product,9
"To the dude propping his ipad on the urinal, your time isn't THAT valuable #sxsw #ewww",Uncategorised,Not Positive,Apple,"['#sxsw', '#ewww']",16,"['dude', 'propping', 'ipad', 'urinal', 'time', 'isnt', 'valuable']",No emotion toward brand or product,7
I just made the decision: Id like to purchase an iPad.  It would be perfect for me at #SXSW.,iPad,Positive,Apple,['#SXSW'],19,"['made', 'decision', 'id', 'like', 'purchase', 'ipad', 'it', 'would', 'perfect']",Positive emotion,9
The Big Idea: Google leaves nothing left to discover {link} #SXSW #SXSWi,Uncategorised,Not Positive,Google,"['#SXSW', '#SXSWi']",12,"['big', 'idea', 'google', 'leaf', 'nothing', 'left', 'discover']",No emotion toward brand or product,7
"Getting ideas at #SXSW? Save them on your iPad using Action Lists. True to GTD, syncs w/ iPhone &amp; web.
{link}",Uncategorised,Positive,Apple,['#SXSW'],21,"['getting', 'idea', 'save', 'ipad', 'using', 'action', 'list', 'true', 'gtd', 'syncs', 'w', 'iphone', 'amp', 'web']",Positive emotion,14
bands needed for sx podcast {link} #sxsw,Uncategorised,Not Positive,Uncategorized,['#sxsw'],7,"['band', 'needed', 'sx', 'podcast']",No emotion toward brand or product,4
Have decided I need an ipad. #usguys #sxsw,iPad,Positive,Apple,"['#usguys', '#sxsw']",8,"['have', 'decided', 'need', 'ipad']",Positive emotion,4
giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw,Uncategorised,Not Positive,Google,"['#google', '#pnid', '#sxsw']",15,"['giving', 'added', 'value', 'location', 'based', 'service', 'need', 'battle', 'checkin', 'fatigue']",No emotion toward brand or product,10
@mention Definitely Yobongo. Real time chat at #SXSW is going to be killer. {link},Uncategorised,Not Positive,Uncategorized,['#SXSW'],14,"['definitely', 'yobongo', 'real', 'time', 'chat', 'is', 'going', 'killer']",No emotion toward brand or product,8
"It's a model for one, not for all. RT @mention #sxsw &quot;apple comes up with cool tech no one's ever heard of cuz they don't go to conferences&quot;",Apple,Positive,Apple,['#sxsw'],28,"['model', 'one', 'not', 'rt', 'quotapple', 'come', 'cool', 'tech', 'no', 'one', 'ever', 'heard', 'cuz', 'dont', 'go', 'conferencesquot']",Positive emotion,16
Great UI demo of @mention on @mention {link} #xoom #sxsw #android #tech #tablet,Android,Positive,Google,"['#xoom', '#sxsw', '#android', '#tech', '#tablet']",13,"['great', 'ui', 'demo']",Positive emotion,3
Watching demo of google hotpot ... People using this? #sxsw,Uncategorised,Not Positive,Google,['#sxsw'],10,"['watching', 'demo', 'google', 'hotpot', 'people', 'using']",No emotion toward brand or product,6
We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone?,Uncategorised,Not Positive,Apple,['#sxsw'],15,"['were', 'wondering', 'many', 'come', 'back', 'ipad', '2', 'maybe', 'everyone']",No emotion toward brand or product,9
Dudes! Dudes! Check it out: Tweet anything w/ 'iPad' in it &amp; naked lady response bots will tell you how they 'simply gaimed one free' #sxsw,Uncategorised,Not Positive,Apple,['#sxsw'],26,"['dude', 'dude', 'check', 'it', 'tweet', 'anything', 'w', 'ipad', 'it', 'amp', 'naked', 'lady', 'response', 'bot', 'tell', 'simply', 'gaimed', 'one', 'free']",No emotion toward brand or product,19
"#SXSW Tradeshow floor: Engage w/ our multi-touch interactive wall, take part in an Augmented Reality in 3D and enter to win an iPad.",Uncategorised,Not Positive,Apple,['#SXSW'],23,"['tradeshow', 'floor', 'engage', 'w', 'multitouch', 'interactive', 'wall', 'take', 'part', 'augmented', 'reality', '3d', 'enter', 'win', 'ipad']",No emotion toward brand or product,15
The iPad design panel in Hilton Salon J is filling up quickly. No surprises there. #tapworthy #sxsw,Uncategorised,Not Positive,Apple,"['#tapworthy', '#sxsw']",17,"['ipad', 'design', 'panel', 'hilton', 'salon', 'j', 'is', 'filling', 'quickly', 'no', 'surprise']",No emotion toward brand or product,11
The iPad design panel in Hilton Salon J is filling up quickly. No surprises there. #tapworthy #sxsw it's more fun with the iPad2,iPad,Positive,Apple,"['#tapworthy', '#sxsw']",23,"['ipad', 'design', 'panel', 'hilton', 'salon', 'j', 'is', 'filling', 'quickly', 'no', 'surprise', 'more', 'fun', 'ipad2']",Positive emotion,14
#android dev meetup was mostly ppl looking for devs. Good skill to learn if you havent already. #SXSW #mccannsxsw,Android,Positive,Google,"['#android', '#SXSW', '#mccannsxsw']",19,"['dev', 'meetup', 'wa', 'mostly', 'ppl', 'looking', 'devs', 'good', 'skill', 'learn', 'havent', 'already']",Positive emotion,12
"Possible dÌ©voilement au #SXSW RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}",Uncategorised,Not Positive,Google,['#SXSW'],18,"['possible', 'dì©voilement', 'au', 'rt', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today']",No emotion toward brand or product,14
"#SXSW predicts Group-Texting to be next-big thing, Fast Society Comes to Android &amp; Updates iPhone App - {link} - via @mention",Uncategorised,Not Positive,Contains Both,['#SXSW'],21,"['predicts', 'grouptexting', 'nextbig', 'thing', 'fast', 'society', 'come', 'android', 'amp', 'update', 'iphone', 'app', 'via']",No emotion toward brand or product,13
@mention Did you do this in Austin at @mention #SXSW? {link},Uncategorised,Not Positive,Uncategorized,['#SXSW'],11,"['did', 'austin']",No emotion toward brand or product,2
@mention Did you find out the hours of the apple store? I'm curious too... #sxsw,Uncategorised,Not Positive,Apple,['#sxsw'],15,"['did', 'find', 'hour', 'apple', 'store', 'im', 'curious']",No emotion toward brand or product,7
@mention did you hear the rumor there might be a special apple pop-up store at #sxsw specifically for the ipad2 launch?,Uncategorised,Not Positive,Apple,['#sxsw'],21,"['did', 'hear', 'rumor', 'might', 'special', 'apple', 'popup', 'store', 'specifically', 'ipad2', 'launch']",No emotion toward brand or product,11
@mention did you see my tweet from before re:ipad 2 being sold at #sxsw ?,Uncategorised,Not Positive,Apple,['#sxsw'],15,"['did', 'see', 'tweet', 'reipad', '2', 'sold']",No emotion toward brand or product,6
@mention did you see that #apple is opening up a temporary store at #SXSW for the iPad 2 launch? maybe we can transfer...,Uncategorised,Not Positive,Apple,"['#apple', '#SXSW']",23,"['did', 'see', 'is', 'opening', 'temporary', 'store', 'ipad', '2', 'launch', 'maybe', 'can', 'transfer']",No emotion toward brand or product,12
@mention did you snag an iPad 2 yesterday? thoughts so far? #SXSW,Uncategorised,Not Positive,Apple,['#SXSW'],12,"['did', 'snag', 'ipad', '2', 'yesterday', 'thought', 'far']",No emotion toward brand or product,7
N5: Spreading the Disease  {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #necro,Uncategorised,Not Positive,Uncategorized,"['#infektd', '#sxsw', '#necro']",12,"['n5', 'spreading', 'disease', 'code', 'valid', '40075959p', '031111']",No emotion toward brand or product,7
"Was intending to bring my trusty backpack for this upcoming trip to #SXSW. With the number of iPad 2s I'm helping buy back, no es posible.",Uncategorised,Not Positive,Apple,['#SXSW'],26,"['wa', 'intending', 'bring', 'trusty', 'backpack', 'upcoming', 'trip', 'number', 'ipad', '2', 'im', 'helping', 'buy', 'back', 'no', 'e', 'posible']",No emotion toward brand or product,17
Who's heading to the pop-up Apple store today? Anyone know what time the sale starts? #SXSW #SXSWK,Uncategorised,Not Positive,Apple,"['#SXSW', '#SXSWK']",17,"['who', 'heading', 'popup', 'apple', 'store', 'today', 'anyone', 'know', 'time', 'sale', 'start']",No emotion toward brand or product,11
"@mention direct shot @mention offering rewards for check-ins on Latitude, starting in Austin for #SXSW. {link}",Uncategorised,Not Positive,Uncategorized,['#SXSW'],16,"['direct', 'shot', 'offering', 'reward', 'checkins', 'latitude', 'starting', 'austin']",No emotion toward brand or product,8
is a bit disappointed that the two iPad talks had so many overlapping examples #sxsw,Apple,Not Positive,Apple,['#sxsw'],15,"['is', 'bit', 'disappointed', 'two', 'ipad', 'talk', 'had', 'many', 'overlapping', 'example']",Negative emotion,10
@mention discussing salsa ingredients @mention - @mention Industry party #sxsw #welivehere #gsdm,Uncategorised,Not Positive,Uncategorized,"['#sxsw', '#welivehere', '#gsdm']",12,"['discussing', 'salsa', 'ingredient', 'industry', 'party']",No emotion toward brand or product,5
@mention discussing salsa ingredients @mention - @mention Industry party #sxsw #welivehere #gsdm  {link},Uncategorised,Not Positive,Uncategorized,"['#sxsw', '#welivehere', '#gsdm']",13,"['discussing', 'salsa', 'ingredient', 'industry', 'party']",No emotion toward brand or product,5
&quot;credit card companies know with 98% accuracy 2 yrs before that you're going to get divorced&quot;  @mention at #sxsw {link},Uncategorised,Not Positive,Uncategorized,['#sxsw'],20,"['quotcredit', 'card', 'company', 'know', '98', 'accuracy', '2', 'yr', 'going', 'get', 'divorcedquot']",No emotion toward brand or product,11
"So every DJ at #SXSW now spins with an iPad as part of their arsenal. The future is coming. No wait, it's here.",Uncategorised,Positive,Apple,['#SXSW'],23,"['every', 'dj', 'now', 'spin', 'ipad', 'part', 'arsenal', 'future', 'is', 'coming', 'no', 'wait']",Positive emotion,12
Any iPad djs here? Need one for 3am Tuesday- Douche bags need not apply- #sxsw,Uncategorised,Not Positive,Apple,['#sxsw'],15,"['ipad', 'dj', 'need', 'one', '3am', 'tuesday', 'douche', 'bag', 'need', 'not', 'apply']",No emotion toward brand or product,11
Almost didn't bring my #iPad to #SXSW b/c it's a 1st gen. Having lunch wondering what the SXSW hipster uniform will be this year. #FB,Uncategorised,Not Positive,Apple,"['#iPad', '#SXSW', '#FB']",25,"['almost', 'didnt', 'bring', 'bc', '1st', 'gen', 'having', 'lunch', 'wondering', 'sxsw', 'hipster', 'uniform', 'year']",No emotion toward brand or product,13
hope u didn't jinx it. :) @mention Nice that @mention iPhone app is behaving today. Crashes yesterday were ridiculous. #sxsw,iPad or iPhone App,Positive,Apple,['#sxsw'],20,"['hope', 'u', 'didnt', 'jinx', 'it', 'nice', 'iphone', 'app', 'is', 'behaving', 'today', 'crash', 'yesterday', 'were', 'ridiculous']",Positive emotion,15
Thank goodness they ran out of iPad 2s. Now I don't have to worry about giving in and just buying one at the popup Apple store. #SXSW,iPad,Positive,Apple,['#SXSW'],27,"['thank', 'goodness', 'ran', 'ipad', '2', 'now', 'dont', 'have', 'worry', 'giving', 'buying', 'one', 'popup', 'apple', 'store']",Positive emotion,15
@mention do I get bonus points if I collect all colors of glow in the dark google cups #googlekillsit #sxsw,Uncategorised,Not Positive,Google,"['#googlekillsit', '#sxsw']",20,"['get', 'bonus', 'point', 'collect', 'color', 'glow', 'dark', 'google', 'cup']",No emotion toward brand or product,9
"&quot;we do not want your undivided attention, so please take out your mobile phones and iPad 2s&quot; - @mention  #SXSW #LeanStartup",Uncategorised,Not Positive,Apple,"['#SXSW', '#LeanStartup']",21,"['quotwe', 'not', 'want', 'undivided', 'attention', 'please', 'take', 'mobile', 'phone', 'ipad', '2squot']",No emotion toward brand or product,11
Just how do you improve your website rankings? Advice from both Google and Bing at #SXSW. {link},Uncategorised,Not Positive,Google,['#SXSW'],17,"['improve', 'website', 'ranking', 'advice', 'both', 'google', 'bing']",No emotion toward brand or product,7
